state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Punjab,Pathankot,30.0,37.5,34.2,6.09,0.55,22.3,Loamy,31.1,49.6,61.2,2.7,191.78,4.37,Sorghum
Uttar Pradesh,Ghazipur,31.7,57.8,32.6,5.68,0.46,18.7,Sandy,29.9,41.6,67.4,4.0,218.8,5.54,Toor
Tamil Nadu,Coimbatore,21.0,25.4,30.9,5.23,0.73,44.1,Sandy,28.1,98.0,170.1,6.46,261.6,8.41,Coconut
Uttar Pradesh,Chitrakoot,46.3,34.0,25.1,6.79,0.41,19.0,Sandy,31.7,42.3,36.7,2.36,182.91,4.52,Sorghum
Punjab,Gurdaspur,18.0,23.3,10.3,6.9,0.72,12.0,Silty,33.7,26.6,21.4,3.75,188.82,4.92,Bajra
Andhra Pradesh,Guntur,32.1,66.5,39.0,6.31,0.35,22.9,Loamy,29.5,51.0,82.9,3.31,196.12,4.61,Soybean
Telangana,Mancherial,65.1,54.1,66.3,6.1,0.61,28.4,Laterite,17.1,63.2,55.8,1.33,150.19,3.71,Onion
Tamil Nadu,Salem,42.4,44.9,30.9,6.45,0.76,17.5,Black Cotton,32.7,38.8,62.3,3.56,188.11,4.74,Sorghum
Bihar,Bhagalpur,42.7,31.2,25.3,6.99,0.55,15.8,Clayey,30.1,35.0,53.5,3.67,197.97,4.27,Sorghum
Uttar Pradesh,Hathras,23.7,67.2,43.2,7.19,0.63,16.7,Clayey,18.4,37.0,40.7,1.43,177.81,3.76,Bengal Gram
Andhra Pradesh,Vizianagaram,110.7,54.3,21.0,6.5,0.66,38.0,Silty,22.9,84.5,91.2,2.63,204.23,5.64,Cotton
Tamil Nadu,Thiruvallur,66.6,44.9,55.1,6.68,0.7,26.3,Sandy,16.7,58.4,43.1,1.59,164.67,3.14,Onion
Maharashtra,Aurangabad,124.6,54.5,25.8,7.24,0.52,34.7,Clayey,26.8,77.1,91.7,3.27,190.42,4.58,Cotton
Punjab,Pathankot,20.3,51.5,28.5,6.73,0.7,19.8,Sandy,19.0,44.1,34.7,2.35,172.68,3.67,Mustard
Uttar Pradesh,Varanasi,31.9,78.7,42.6,6.28,0.57,26.5,Laterite,29.5,58.8,82.5,5.33,209.35,5.01,Soybean
Uttar Pradesh,Sant Ravidas Nagar,25.6,36.3,19.0,5.32,0.58,12.7,Loamy,32.6,28.2,46.8,3.63,217.13,5.01,Ragi
Maharashtra,Ahmednagar,49.2,78.5,37.8,6.27,0.31,24.2,Laterite,28.6,53.8,81.6,2.87,217.76,5.05,Soybean
Maharashtra,Yavatmal,87.7,57.5,37.9,6.54,0.43,36.1,Red Soil,23.0,80.3,238.3,2.59,211.09,4.84,Rice
Maharashtra,Thane,49.4,51.2,54.9,6.2,0.55,31.4,Silty,25.0,69.7,63.5,1.13,175.93,3.19,Tomato
Rajasthan,Bundi,93.7,68.2,52.2,6.37,0.34,36.7,Sandy,30.7,81.5,173.0,3.08,191.9,5.26,Sugarcane
Punjab,Rupnagar,109.1,44.7,24.3,6.81,0.43,38.2,Silty,28.9,84.8,84.5,3.82,196.91,5.54,Cotton
Rajasthan,Banswara,12.5,32.6,11.6,7.13,0.69,12.7,Silty,35.0,28.3,34.2,5.1,209.35,4.06,Bajra
Punjab,Moga,107.5,65.4,48.7,6.17,0.61,37.4,Red Soil,34.0,83.1,163.7,3.95,203.19,5.43,Sugarcane
Bihar,Gopalganj,90.0,58.6,24.0,6.0,0.34,28.0,Sandy,22.9,62.2,94.7,4.26,189.64,4.26,Maize
Uttar Pradesh,Deoria,111.7,63.7,59.6,7.48,0.75,40.3,Loamy,26.7,89.6,173.0,4.82,208.42,5.79,Sugarcane
Uttar Pradesh,Agra,108.4,74.7,49.6,6.06,0.6,37.2,Sandy,25.2,82.6,114.3,6.24,248.06,8.34,Banana
Maharashtra,Sindhudurg,32.0,39.0,25.5,6.92,0.44,15.7,Sandy,32.1,34.8,37.7,3.63,189.52,4.31,Sorghum
Bihar,Supaul,68.9,50.1,38.0,6.31,0.47,26.6,Loamy,27.6,59.2,50.1,6.08,248.17,7.21,Sunflower
Punjab,Hoshiarpur,54.8,53.9,54.0,6.9,0.73,28.0,Loamy,18.4,62.2,55.8,2.24,161.85,3.14,Tomato
Rajasthan,Bhilwara,34.0,72.7,35.5,6.41,0.38,14.8,Silty,22.9,32.9,40.8,2.49,181.05,3.51,Bengal Gram
Tamil Nadu,Krishnagiri,105.0,65.9,59.2,6.58,0.52,38.1,Red Soil,33.9,84.6,190.1,5.27,200.32,4.99,Sugarcane
Maharashtra,Kolhapur,40.4,50.2,69.2,6.93,0.31,35.6,Loamy,23.7,79.1,78.5,1.43,157.06,2.75,Tomato
Karnataka,Hassan,68.3,62.9,42.4,6.3,0.41,22.0,Red Soil,28.7,48.9,59.6,3.53,272.25,7.21,Sunflower
Bihar,Jehanabad,39.9,66.9,39.5,7.31,0.34,16.3,Silty,24.4,36.2,52.2,2.03,161.22,3.74,Bengal Gram
West Bengal,Nadia,21.7,22.5,26.0,5.83,0.58,43.2,Black Cotton,28.2,96.1,157.4,5.22,260.36,7.28,Coconut
Andhra Pradesh,Prakasam,18.1,63.3,26.2,6.35,0.8,33.8,Black Cotton,25.2,75.0,58.3,3.86,196.8,4.34,Urad
Maharashtra,Satara,135.2,56.9,30.0,6.69,0.5,34.4,Silty,23.4,76.4,83.2,3.59,186.17,5.94,Cotton
Punjab,Barnala,43.8,49.0,31.2,5.97,0.7,30.6,Clayey,22.4,68.0,66.2,1.78,165.02,3.54,Tobacco
Maharashtra,Satara,47.5,65.5,40.7,6.29,0.42,21.4,Silty,22.3,47.5,65.2,3.23,215.83,5.32,Soybean
Maharashtra,Jalgaon,52.6,56.9,45.1,5.98,0.59,25.6,Laterite,14.5,56.8,70.0,1.82,153.51,2.61,Potato
Bihar,Munger,101.0,56.1,53.2,6.77,0.45,37.3,Laterite,30.4,82.9,173.1,5.0,196.88,4.9,Sugarcane
Punjab,Ludhiana,55.7,56.2,55.4,6.21,0.4,27.7,Silty,16.6,61.6,42.3,2.16,171.76,2.73,Onion
Bihar,Bhojpur,51.6,36.5,48.0,5.72,0.46,25.7,Sandy,24.2,57.2,73.2,2.12,185.55,3.23,Tobacco
Punjab,Hoshiarpur,29.4,31.8,19.1,6.07,0.41,12.3,Sandy,33.1,27.4,24.8,3.82,209.8,4.77,Bajra
Maharashtra,Sindhudurg,42.7,34.4,36.7,6.15,0.4,26.1,Laterite,26.3,58.1,74.7,1.1,168.17,3.37,Tobacco
Telangana,Khammam,46.2,48.7,32.7,6.56,0.6,21.4,Black Cotton,29.2,47.6,60.3,2.68,183.05,4.57,Sorghum
Tamil Nadu,Ramanathapuram,27.4,20.8,34.7,5.44,0.43,40.9,Red Soil,27.6,90.9,201.4,4.51,240.05,6.59,Coconut
Uttar Pradesh,Baghpat,27.1,65.3,42.2,6.21,0.38,13.2,Sandy,24.6,29.4,44.8,2.4,187.05,3.81,Bengal Gram
Rajasthan,Ajmer,47.6,52.3,44.0,5.87,0.56,21.0,Silty,20.1,46.6,84.3,5.44,275.41,7.54,Mirchi
Tamil Nadu,Viluppuram,62.2,55.4,43.9,6.11,0.75,20.4,Sandy,27.4,45.4,68.1,3.17,241.7,6.27,Sunflower
West Bengal,Alipurduar,55.9,55.2,64.0,6.28,0.57,23.2,Loamy,18.8,51.6,57.1,1.09,162.63,2.72,Onion
Rajasthan,Bikaner,22.7,48.0,22.7,6.53,0.71,31.3,Clayey,30.0,69.6,42.5,3.53,190.04,4.36,Moong
Bihar,Khagaria,67.0,45.1,62.4,6.12,0.64,28.6,Laterite,17.9,63.5,58.8,1.05,156.78,3.42,Onion
West Bengal,South 24 Parganas,33.5,57.2,47.3,5.75,0.33,18.5,Red Soil,26.9,41.2,65.9,4.27,211.43,5.98,Groundnut
Karnataka,Mysuru,21.3,23.1,18.4,5.89,0.72,17.6,Red Soil,33.5,39.2,56.3,4.14,205.05,4.19,Ragi
Rajasthan,Baran,21.4,66.6,22.8,6.38,0.56,29.8,Red Soil,29.7,66.2,73.6,4.86,205.56,4.53,Urad
Bihar,Aurangabad,49.2,45.6,48.9,6.39,0.34,29.6,Black Cotton,25.4,65.7,72.9,1.8,185.83,2.69,Tobacco
Rajasthan,Hanumangarh,37.8,73.6,29.6,6.61,0.58,19.7,Silty,26.8,43.8,82.2,5.37,218.13,5.7,Toor
Rajasthan,Hanumangarh,48.7,61.2,41.2,6.95,0.56,28.8,Silty,22.8,64.1,58.1,3.89,181.43,5.74,Soybean
Andhra Pradesh,Chittoor,92.5,54.3,50.9,6.36,0.56,37.4,Silty,25.7,83.0,210.9,3.91,219.13,5.49,Sugarcane
Punjab,Hoshiarpur,29.8,24.4,28.7,5.95,0.69,42.6,Loamy,27.6,94.6,169.2,3.91,252.83,7.64,Coconut
West Bengal,Nadia,28.9,27.9,26.7,6.27,0.37,41.5,Silty,26.5,92.2,184.8,5.87,240.09,7.94,Coconut
Tamil Nadu,Tiruchirappalli,45.5,64.7,63.1,6.61,0.4,27.2,Sandy,25.9,60.5,88.0,1.86,165.22,2.59,Tomato
Telangana,Mahabubnagar,50.1,44.5,46.4,5.92,0.36,25.2,Clayey,20.4,56.1,41.1,1.13,169.63,3.53,Potato
Andhra Pradesh,Srikakulam,93.2,84.8,51.0,6.65,0.8,37.5,Red Soil,29.0,83.3,94.9,3.67,262.86,6.91,Banana
Telangana,Jogulamba Gadwal,25.0,49.1,21.4,6.7,0.36,19.8,Silty,13.9,44.1,33.5,1.09,160.04,3.0,Mustard
Bihar,Nalanda,28.1,56.9,31.7,5.59,0.44,23.3,Laterite,28.1,51.8,78.1,4.6,216.35,5.06,Toor
Maharashtra,Palghar,45.1,33.9,32.0,6.15,0.32,30.3,Loamy,22.1,67.4,72.1,2.17,152.94,3.65,Tobacco
Punjab,Amritsar,92.4,83.6,53.0,6.27,0.46,37.7,Red Soil,29.3,83.8,101.7,5.52,272.01,6.87,Banana
Bihar,Saharsa,124.5,48.7,22.4,6.89,0.3,35.4,Black Cotton,24.2,78.7,103.7,3.02,196.41,4.63,Cotton
Uttar Pradesh,Maharajganj,139.9,57.0,21.9,7.0,0.5,35.9,Red Soil,28.8,79.8,103.2,4.23,181.62,5.62,Cotton
Telangana,Siddipet,24.6,64.8,24.5,7.29,0.57,27.0,Laterite,28.9,60.0,40.7,4.92,213.71,4.28,Urad
Uttar Pradesh,Amethi,46.2,50.2,54.4,5.95,0.56,23.4,Laterite,29.9,52.1,82.7,3.1,255.54,7.4,Mirchi
Rajasthan,Banswara,57.6,45.8,59.6,6.93,0.49,29.7,Loamy,18.2,65.9,55.8,1.91,156.69,3.86,Onion
Telangana,Rangareddy,68.8,61.5,40.2,6.23,0.53,19.6,Red Soil,29.7,43.6,65.6,3.07,252.17,7.05,Sunflower
Punjab,Jalandhar,52.6,54.1,39.5,6.22,0.79,19.7,Clayey,25.4,43.8,50.8,3.49,250.1,6.7,Sunflower
Tamil Nadu,Tiruvannamalai,53.9,51.9,59.7,6.93,0.51,30.1,Loamy,18.2,66.8,46.9,1.95,161.47,3.23,Onion
West Bengal,Purulia,34.4,50.2,20.7,6.88,0.47,16.4,Loamy,18.3,36.4,49.9,2.47,184.57,2.52,Mustard
Punjab,Ludhiana,28.1,66.1,28.8,6.46,0.43,26.9,Loamy,25.4,59.8,89.0,5.34,207.87,5.24,Toor
Punjab,Mansa,105.8,70.5,50.3,5.84,0.78,37.6,Black Cotton,28.4,83.5,110.4,3.63,269.57,8.17,Banana
Uttar Pradesh,Chandauli,57.1,41.7,40.2,6.13,0.56,23.8,Laterite,27.3,52.8,85.3,2.04,159.95,3.38,Tobacco
Bihar,Khagaria,119.5,57.5,57.3,7.1,0.55,38.1,Loamy,34.9,84.6,211.9,3.52,208.38,5.02,Sugarcane
Tamil Nadu,Viluppuram,37.1,77.5,39.7,6.7,0.51,31.5,Laterite,21.6,69.9,55.4,3.49,209.48,5.88,Soybean
Rajasthan,Udaipur,28.1,55.8,24.8,6.6,0.63,31.4,Silty,27.8,69.8,49.7,3.58,187.58,4.03,Urad
West Bengal,Kolkata,21.8,26.1,12.1,7.15,0.71,16.5,Sandy,34.1,36.7,37.6,5.1,191.61,5.44,Bajra
Maharashtra,Kolhapur,19.5,39.1,17.9,6.37,0.6,13.0,Red Soil,26.3,28.9,44.0,2.58,194.37,4.85,Bajra
Tamil Nadu,Perambalur,12.2,38.7,21.4,6.4,0.32,12.3,Loamy,29.1,27.4,54.6,5.5,190.5,4.82,Ragi
Bihar,Bhagalpur,12.1,39.0,15.8,6.56,0.34,11.6,Clayey,32.2,25.7,22.2,3.51,214.84,4.48,Bajra
Maharashtra,Mumbai Suburban,40.8,72.3,27.4,5.59,0.43,18.7,Silty,25.1,41.6,77.8,5.26,192.33,5.42,Toor
Bihar,Begusarai,51.3,50.8,49.1,5.94,0.5,25.5,Clayey,16.0,56.6,52.4,2.23,162.65,3.73,Potato
Telangana,Khammam,20.8,26.5,24.2,6.34,0.69,17.0,Loamy,29.1,37.8,52.7,5.45,193.79,4.35,Ragi
West Bengal,Uttar Dinajpur,17.4,21.0,24.8,5.5,0.51,9.0,Loamy,33.4,20.1,35.7,2.85,203.33,4.85,Ragi
Rajasthan,Bharatpur,23.6,17.5,25.6,6.43,0.74,43.9,Black Cotton,27.2,97.6,188.8,5.79,242.44,6.61,Coconut
Punjab,Ferozepur,55.1,51.0,35.3,7.01,0.44,18.2,Loamy,28.3,40.5,43.3,5.81,263.08,6.4,Sunflower
Punjab,Moga,38.6,69.9,40.9,6.75,0.31,28.6,Red Soil,19.3,63.6,44.8,2.02,174.85,2.98,Wheat
West Bengal,Uttar Dinajpur,46.9,50.8,56.5,6.39,0.34,29.9,Sandy,20.5,66.4,43.3,1.47,152.01,3.25,Tomato
Tamil Nadu,Cuddalore,67.3,40.8,62.8,6.57,0.34,28.0,Laterite,23.1,62.2,34.7,1.25,189.24,3.19,Onion
West Bengal,Paschim Medinipur,36.4,58.2,42.7,7.26,0.8,13.7,Sandy,19.0,30.5,51.0,1.98,186.84,3.39,Bengal Gram
Telangana,Vikarabad,39.6,79.7,43.2,6.81,0.51,20.2,Red Soil,21.8,44.8,57.6,3.12,207.08,5.21,Soybean
Punjab,Amritsar,85.0,36.2,39.0,5.56,0.31,39.3,Black Cotton,22.0,87.4,242.1,3.87,208.42,5.77,Rice
Tamil Nadu,Kancheepuram,38.7,72.9,30.3,6.06,0.63,20.1,Silty,25.8,44.7,65.0,2.72,194.13,5.47,Toor
Rajasthan,Ajmer,59.6,60.6,65.1,6.51,0.52,27.9,Silty,20.5,62.0,53.3,1.49,155.25,2.55,Tomato
Uttar Pradesh,Balrampur,30.2,63.5,44.9,6.47,0.75,16.2,Black Cotton,19.0,35.9,33.3,1.7,172.38,2.52,Bengal Gram
West Bengal,Howrah,20.1,23.6,33.6,5.81,0.7,43.7,Loamy,26.0,97.1,208.7,6.36,261.52,8.02,Coconut
Andhra Pradesh,Kurnool,69.0,52.5,36.4,6.27,0.41,18.9,Clayey,26.3,42.0,40.3,4.73,234.38,6.31,Sunflower
West Bengal,South 24 Parganas,50.9,31.0,41.4,5.56,0.47,25.0,Red Soil,25.6,55.6,64.2,1.9,151.73,3.5,Tobacco
Bihar,Sheikhpura,76.2,42.6,21.3,6.85,0.39,25.7,Black Cotton,21.7,57.0,70.9,4.58,195.43,4.31,Maize
Uttar Pradesh,Hamirpur,36.5,32.8,31.4,7.0,0.5,16.0,Silty,30.2,35.5,49.3,3.45,184.87,4.74,Sorghum
West Bengal,Uttar Dinajpur,60.0,66.6,38.8,6.51,0.75,26.8,Black Cotton,27.8,59.6,41.0,6.24,234.79,7.9,Sunflower
Maharashtra,Nandurbar,28.7,22.5,26.0,5.45,0.66,42.6,Black Cotton,27.4,94.6,183.3,4.08,271.05,8.09,Coconut
Rajasthan,Dausa,94.5,72.9,46.6,5.86,0.35,37.8,Laterite,27.2,83.9,116.0,5.36,256.16,7.03,Banana
Rajasthan,Sirohi,27.8,28.3,15.0,6.24,0.37,10.5,Black Cotton,32.8,23.4,30.9,2.93,199.64,4.54,Ragi
Andhra Pradesh,Anantapur,110.6,43.2,29.7,6.19,0.78,36.5,Black Cotton,25.2,81.2,84.4,3.65,196.96,4.93,Cotton
Karnataka,Gadag,102.6,73.5,53.8,5.92,0.75,35.5,Black Cotton,25.9,78.9,107.9,4.21,263.08,7.38,Banana
Uttar Pradesh,Mahoba,57.2,50.1,38.8,6.62,0.35,18.9,Laterite,27.4,42.1,63.7,3.98,274.0,6.23,Sunflower
Bihar,Nawada,27.3,67.2,28.6,7.23,0.78,29.1,Silty,27.3,64.6,47.6,3.84,203.71,5.36,Urad
Karnataka,Bengaluru Urban,23.9,46.7,28.8,6.29,0.71,28.1,Sandy,28.0,62.5,43.2,3.74,219.27,5.17,Moong
Tamil Nadu,Cuddalore,31.9,56.0,24.3,6.85,0.49,20.0,Silty,17.6,44.5,55.3,1.34,152.53,3.22,Mustard
Tamil Nadu,Pudukkottai,21.6,26.7,12.8,6.84,0.44,11.8,Red Soil,29.8,26.3,34.5,2.55,196.06,4.07,Bajra
Bihar,Siwan,27.7,39.1,18.2,6.22,0.4,9.0,Loamy,31.4,20.0,45.1,3.22,202.73,5.51,Ragi
Maharashtra,Jalna,74.4,42.2,41.6,6.16,0.37,36.5,Silty,26.6,81.2,235.6,3.86,181.85,4.46,Rice
Punjab,Patiala,52.7,53.9,43.8,7.13,0.46,18.1,Laterite,26.8,40.3,61.4,6.22,275.68,7.63,Sunflower
Rajasthan,Jalor,51.7,45.3,40.9,6.28,0.37,28.2,Laterite,27.8,62.7,71.0,2.0,164.61,3.66,Tobacco
Punjab,Fazilka,35.8,54.6,40.6,6.53,0.56,21.6,Black Cotton,24.5,48.0,71.6,3.67,215.91,5.39,Groundnut
Uttar Pradesh,Ballia,47.6,36.2,35.8,6.45,0.8,27.2,Sandy,26.3,60.5,61.7,1.87,182.93,2.89,Tobacco
Uttar Pradesh,Kasganj,47.1,52.8,55.9,6.4,0.43,35.2,Loamy,21.3,78.2,63.9,1.72,155.89,3.23,Tomato
Maharashtra,Buldhana,42.2,48.4,58.1,6.18,0.44,34.1,Loamy,23.9,75.8,59.4,2.31,187.89,2.77,Tomato
Rajasthan,Nagaur,46.8,50.1,32.9,6.95,0.64,30.6,Silty,15.2,67.9,56.1,2.15,157.52,2.52,Wheat
Telangana,Mahabubnagar,136.3,58.1,24.3,6.4,0.54,35.2,Black Cotton,24.6,78.2,78.9,2.76,211.52,4.39,Cotton
Uttar Pradesh,Sambhal,21.9,68.8,43.9,6.7,0.37,14.9,Laterite,23.5,33.2,46.2,1.37,163.23,3.84,Bengal Gram
West Bengal,Alipurduar,32.1,71.6,42.7,6.04,0.47,27.3,Loamy,24.5,60.7,73.0,2.64,199.96,4.82,Soybean
Andhra Pradesh,Kadapa,91.3,75.6,48.3,6.0,0.43,37.7,Loamy,28.5,83.8,93.9,5.82,278.28,7.48,Banana
Andhra Pradesh,Kadapa,19.5,60.1,20.7,6.72,0.55,28.1,Loamy,28.6,62.4,68.8,4.45,219.49,5.89,Moong
Uttar Pradesh,Raebareli,31.5,31.7,28.9,6.83,0.74,22.0,Clayey,29.2,48.9,57.4,3.59,199.79,4.19,Sorghum
Karnataka,Davanagere,13.3,24.1,17.0,5.84,0.51,12.4,Laterite,33.6,27.6,42.6,5.02,215.88,4.45,Ragi
Tamil Nadu,Namakkal,106.9,67.4,53.0,6.43,0.61,36.4,Black Cotton,27.1,80.8,154.0,3.22,189.32,4.15,Sugarcane
West Bengal,Murshidabad,35.5,60.2,43.7,6.27,0.53,29.1,Clayey,23.3,64.7,58.2,4.67,204.74,5.36,Soybean
Telangana,Karimnagar,18.9,52.5,21.4,6.41,0.79,32.7,Loamy,29.8,72.6,41.5,2.74,198.37,4.99,Urad
Uttar Pradesh,Bulandshahr,34.6,65.3,36.4,6.97,0.8,20.5,Black Cotton,24.7,45.6,77.6,4.19,210.84,4.09,Soybean
Maharashtra,Buldhana,28.8,31.7,22.5,5.71,0.48,17.9,Sandy,33.7,39.7,34.8,4.96,188.1,5.85,Ragi
Rajasthan,Jhalawar,44.8,53.2,63.4,6.53,0.42,32.0,Black Cotton,25.6,71.1,84.3,2.11,177.13,2.64,Tomato
Tamil Nadu,Erode,39.7,52.9,32.0,6.23,0.39,24.4,Black Cotton,20.2,54.3,77.5,1.58,155.22,3.09,Wheat
Maharashtra,Nanded,28.2,48.4,21.4,6.52,0.63,25.5,Sandy,28.5,56.6,67.3,4.75,217.84,5.11,Moong
West Bengal,Malda,16.2,35.1,16.4,5.85,0.53,17.6,Red Soil,31.8,39.2,37.7,4.48,214.32,4.7,Ragi
Punjab,Mansa,45.3,58.1,56.3,6.49,0.72,28.2,Sandy,25.3,62.6,50.4,1.98,155.07,3.23,Tomato
Telangana,Nalgonda,24.5,64.2,22.1,6.7,0.55,31.7,Loamy,29.2,70.4,49.6,4.31,216.88,5.63,Urad
Karnataka,Dharwad,61.5,67.4,37.1,6.24,0.33,21.7,Black Cotton,27.0,48.2,43.6,3.18,242.15,7.66,Sunflower
Karnataka,Chitradurga,36.1,54.4,23.5,5.78,0.47,21.2,Loamy,10.7,47.2,38.4,2.11,179.54,2.56,Mustard
West Bengal,Nadia,113.4,58.9,22.5,6.8,0.6,32.9,Loamy,25.9,73.1,106.4,2.58,200.17,4.01,Cotton
Bihar,Saharsa,138.5,55.8,21.9,7.17,0.38,32.2,Silty,23.7,71.6,79.1,3.14,194.83,5.08,Cotton
Rajasthan,Bhilwara,19.6,63.5,26.6,6.04,0.57,30.4,Loamy,27.8,67.6,49.1,3.2,189.31,5.44,Moong
Telangana,Nagarkurnool,32.0,58.5,42.8,6.56,0.38,16.1,Clayey,18.5,35.7,48.5,1.54,177.28,3.09,Bengal Gram
Uttar Pradesh,Basti,50.8,46.9,50.3,5.92,0.35,28.5,Loamy,21.4,63.4,59.3,1.01,155.67,3.13,Potato
Karnataka,Kodagu,45.9,49.8,50.0,6.73,0.33,23.3,Clayey,28.6,51.7,77.8,2.62,211.33,4.79,Groundnut
West Bengal,Howrah,40.9,38.9,39.1,5.71,0.67,31.4,Loamy,22.8,69.7,75.3,1.73,176.66,3.35,Tobacco
Uttar Pradesh,Siddharthnagar,42.4,37.2,38.6,6.18,0.78,31.5,Laterite,27.1,70.0,81.7,1.8,189.61,2.69,Tobacco
Maharashtra,Yavatmal,40.2,50.9,44.3,6.95,0.73,28.9,Sandy,20.5,64.2,45.3,2.38,157.06,3.17,Wheat
Karnataka,Chamarajanagar,24.2,32.0,18.6,6.85,0.71,11.8,Red Soil,32.9,26.2,52.0,2.93,183.68,5.45,Ragi
Tamil Nadu,Dharmapuri,33.4,16.5,26.5,5.75,0.51,41.6,Laterite,25.2,92.5,153.5,4.7,245.68,7.62,Coconut
Uttar Pradesh,Shamli,20.7,64.4,41.4,6.23,0.61,14.1,Red Soil,19.9,31.4,42.6,2.24,167.8,3.14,Bengal Gram
Maharashtra,Sindhudurg,15.3,20.2,17.4,5.75,0.55,9.0,Red Soil,28.4,20.0,35.0,2.94,211.26,5.41,Ragi
Tamil Nadu,Dindigul,88.2,35.9,44.1,5.79,0.34,38.7,Silty,25.8,86.1,236.7,2.65,190.38,5.65,Rice
West Bengal,Jalpaiguri,49.0,46.6,44.2,6.45,0.43,22.7,Laterite,27.9,50.4,52.6,3.99,206.41,5.53,Groundnut
Uttar Pradesh,Kanpur Dehat,28.7,59.3,27.3,6.32,0.57,28.2,Black Cotton,31.5,62.6,60.9,5.23,213.38,4.95,Urad
Rajasthan,Barmer,50.4,68.6,58.8,5.86,0.43,25.2,Clayey,25.4,55.9,55.9,3.11,258.24,8.06,Mirchi
Maharashtra,Ahmednagar,118.3,69.4,55.9,7.35,0.33,38.9,Clayey,33.0,86.4,194.2,3.5,215.39,4.14,Sugarcane
Uttar Pradesh,Auraiya,60.5,64.1,36.4,6.55,0.74,26.6,Red Soil,29.7,59.1,71.5,4.38,262.99,7.76,Sunflower
Uttar Pradesh,Ghaziabad,31.5,19.8,27.8,5.95,0.73,44.4,Loamy,26.0,98.7,172.9,3.22,235.95,6.02,Coconut
Telangana,Vikarabad,87.8,45.5,24.7,6.89,0.68,30.8,Silty,21.1,68.4,88.6,3.15,182.34,4.37,Maize
Maharashtra,Pune,11.0,30.3,19.3,5.37,0.79,13.7,Clayey,28.7,30.4,52.1,4.18,204.75,4.81,Ragi
Bihar,Samastipur,85.9,49.3,39.3,5.58,0.69,39.1,Red Soil,22.5,86.8,245.7,4.47,217.1,5.72,Rice
Telangana,Mulugu,95.4,78.1,49.6,6.29,0.41,34.0,Sandy,26.2,75.6,111.7,3.66,261.94,6.9,Banana
West Bengal,Darjeeling,53.2,66.4,35.5,7.39,0.36,26.4,Black Cotton,28.9,58.6,74.9,5.18,231.62,8.32,Sunflower
Tamil Nadu,Tiruchirappalli,48.7,62.7,36.9,6.97,0.72,28.6,Laterite,19.1,63.6,44.3,1.66,152.31,3.86,Wheat
Andhra Pradesh,Vizianagaram,81.9,48.9,18.3,6.49,0.36,30.2,Clayey,26.8,67.1,70.9,4.15,202.68,4.37,Maize
West Bengal,North 24 Parganas,42.8,65.5,43.3,6.22,0.51,23.5,Clayey,19.7,52.2,43.5,2.18,166.59,3.27,Wheat
Karnataka,Kodagu,38.3,51.4,44.2,6.12,0.47,23.1,Silty,30.6,51.4,67.9,4.41,184.83,4.39,Groundnut
Karnataka,Dakshina Kannada,28.0,70.5,30.4,6.25,0.75,22.9,Laterite,29.1,50.8,73.4,3.85,213.27,5.14,Toor
West Bengal,Darjeeling,40.4,65.0,35.5,6.22,0.6,27.6,Black Cotton,20.7,61.3,51.4,1.3,150.43,2.56,Wheat
Andhra Pradesh,Chittoor,33.4,65.8,40.4,6.62,0.45,29.3,Sandy,22.0,65.1,66.2,4.87,209.51,4.02,Soybean
Rajasthan,Chittorgarh,74.1,43.7,19.0,6.07,0.58,30.4,Clayey,19.8,67.6,75.7,4.57,205.12,4.1,Maize
Bihar,Bhagalpur,92.6,74.3,47.3,5.89,0.49,34.6,Loamy,26.7,77.0,113.8,3.58,236.83,8.1,Banana
Punjab,Sangrur,52.9,61.9,57.5,6.02,0.48,33.0,Clayey,23.0,73.4,64.5,1.15,162.15,3.96,Tomato
Punjab,Patiala,33.4,38.8,27.7,6.39,0.35,16.7,Loamy,30.0,37.2,48.6,2.76,192.59,4.91,Sorghum
Bihar,Supaul,42.9,48.9,40.1,6.43,0.33,29.9,Sandy,23.2,66.4,67.8,1.95,181.0,3.5,Tobacco
Maharashtra,Yavatmal,25.9,26.7,25.9,5.31,0.68,41.8,Sandy,26.3,92.8,211.0,6.21,258.44,7.69,Coconut
Andhra Pradesh,Guntur,99.2,61.2,40.3,7.34,0.69,39.4,Silty,26.4,87.6,177.1,2.96,219.22,5.12,Sugarcane
Andhra Pradesh,Anantapur,110.9,43.0,22.1,6.88,0.39,34.2,Sandy,28.5,76.1,78.1,4.93,213.12,5.77,Cotton
West Bengal,Kalimpong,47.6,47.5,32.6,6.91,0.46,19.6,Black Cotton,31.5,43.5,41.7,2.4,184.6,4.63,Sorghum
Telangana,Medak,107.0,89.1,51.5,6.67,0.76,34.9,Sandy,27.2,77.6,104.3,4.44,262.79,7.78,Banana
West Bengal,Purulia,130.1,45.6,26.9,6.02,0.31,36.0,Red Soil,24.9,79.9,82.8,5.48,210.18,4.74,Cotton
Punjab,Muktsar,36.6,51.9,29.1,5.89,0.67,22.3,Laterite,19.0,49.5,54.2,1.47,160.71,3.14,Mustard
Karnataka,Haveri,32.0,38.3,27.9,6.67,0.37,13.7,Laterite,33.8,30.4,51.9,3.91,199.63,4.39,Sorghum
