state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Rajasthan,Sri Ganganagar,141.0,27.8,119.5,5.44,0.69,24.4,Loamy,29.2,68,0.0,1.29,385.9,2.57,Tomato
Maharashtra,Solapur,134.4,35.5,87.3,6.61,1.0,19.3,Red Soil,30.4,38,230.7,1.21,378.4,2.64,Wheat
West Bengal,Darjeeling,223.6,21.9,290.7,6.53,0.87,45.6,Silty,26.7,91,0.0,0.39,369.8,3.7,Onion
Punjab,Fazilka,250.7,12.1,57.7,6.42,0.67,28.4,Clayey,24.1,49,194.8,1.3,365.7,3.02,Moong
Andhra Pradesh,Anantapur,154.7,11.5,213.1,5.92,0.82,11.5,Clayey,32.1,61,167.1,1.34,419.6,3.08,Onion
Karnataka,Mysuru,109.2,16.8,143.5,5.78,0.57,17.8,Silty,19.6,62,121.3,0.82,285.8,3.49,Coconut
West Bengal,Paschim Medinipur,203.8,23.9,37.1,5.73,1.36,37.3,Red Soil,30.1,48,78.6,1.2,607.7,3.48,Sunflower
Bihar,Jamui,290.5,20.0,177.7,6.02,0.65,20.4,Black Cotton,30.4,90,27.5,1.95,189.6,1.57,Wheat
Telangana,Komaram Bheem,118.8,27.5,104.3,6.33,0.54,31.8,Loamy,24.4,59,98.2,1.33,529.4,2.71,Mustard
West Bengal,Purba Medinipur,193.0,35.2,284.3,6.62,0.94,35.6,Sandy,29.2,68,52.8,0.1,283.2,5.86,Sunflower
Uttar Pradesh,Gonda,256.6,38.7,66.3,6.59,1.13,24.0,Black Cotton,21.3,61,234.1,0.85,477.9,1.74,Potato
Punjab,Nawanshahr,307.6,31.1,280.9,6.25,0.62,32.8,Sandy,29.8,74,270.0,1.21,501.1,1.82,Bajra
Uttar Pradesh,Moradabad,273.3,21.7,137.5,6.19,0.71,27.4,Red Soil,23.1,54,101.5,0.12,323.8,2.21,Mirchi
Rajasthan,Sawai Madhopur,257.0,18.2,178.2,6.93,0.84,18.1,Laterite,26.9,92,130.0,2.07,388.3,3.32,Tomato
Punjab,Hoshiarpur,280.5,22.6,133.8,6.49,1.16,35.9,Clayey,34.8,64,21.1,0.89,307.5,3.92,Groundnut
Telangana,Mancherial,166.7,20.8,110.9,6.48,0.47,11.0,Sandy,29.2,74,64.7,1.22,396.0,4.32,Potato
Telangana,Nagarkurnool,217.9,8.5,45.0,6.49,0.19,19.8,Laterite,27.9,41,189.5,2.03,328.0,2.64,Groundnut
Bihar,Samastipur,126.4,13.5,344.6,5.98,0.46,32.3,Clayey,18.7,56,293.1,0.12,212.2,1.2,Maize
Rajasthan,Jaisalmer,301.6,31.7,156.5,6.96,0.66,18.7,Black Cotton,30.1,63,166.0,1.24,405.0,2.74,Tobacco
Punjab,Ludhiana,297.2,26.3,279.6,6.29,0.53,21.4,Sandy,32.7,27,0.0,1.26,396.9,3.01,Sorghum
Karnataka,Bidar,192.8,19.3,152.0,6.35,0.75,21.0,Red Soil,30.4,63,303.1,1.31,383.9,6.2,Toor
Rajasthan,Jhalawar,191.3,14.2,202.1,6.41,0.64,38.2,Silty,32.7,49,0.0,1.91,367.8,3.95,Rice
West Bengal,Kolkata,405.5,17.1,102.6,6.42,1.18,40.7,Clayey,34.8,61,157.7,0.46,407.6,1.66,Mirchi
Tamil Nadu,Dharmapuri,353.6,23.0,113.3,5.65,0.79,34.9,Black Cotton,37.6,94,20.2,0.85,273.4,1.99,Mustard
Tamil Nadu,Nagapattinam,123.4,25.5,21.0,6.52,0.46,44.3,Sandy,22.7,45,148.2,0.78,534.0,2.15,Cotton
Tamil Nadu,Namakkal,302.7,18.3,86.3,5.73,0.56,8.1,Laterite,27.2,76,0.0,1.38,551.4,3.0,Urad
Bihar,Aurangabad,256.1,18.0,136.2,6.88,1.24,19.3,Black Cotton,22.5,88,0.0,0.49,420.4,1.13,Moong
Bihar,Darbhanga,199.9,29.0,181.7,6.25,0.69,12.3,Silty,19.2,77,67.9,0.35,503.3,2.13,Tobacco
Tamil Nadu,Thanjavur,186.0,15.2,107.0,6.17,1.08,24.3,Sandy,31.1,65,21.3,0.15,275.8,1.93,Tobacco
Tamil Nadu,Tirupattur,162.0,18.7,246.5,6.32,0.83,26.0,Loamy,27.2,48,87.6,1.07,449.1,4.13,Moong
Uttar Pradesh,Jaunpur,115.0,1.0,162.3,6.62,0.87,15.4,Red Soil,29.7,73,0.0,0.17,450.0,5.15,Toor
Andhra Pradesh,Kurnool,281.2,29.4,112.9,5.38,0.14,31.4,Red Soil,25.6,96,0.0,1.44,649.5,3.25,Banana
Karnataka,Chamarajanagar,320.0,10.5,225.3,7.02,1.02,24.8,Clayey,15.2,48,43.7,0.52,464.7,2.5,Sorghum
Punjab,Hoshiarpur,290.5,22.4,165.7,6.53,0.77,15.9,Sandy,26.8,64,136.2,1.33,422.0,2.93,Urad
Karnataka,Hassan,196.5,14.0,166.3,6.5,1.05,1.0,Loamy,23.3,70,104.5,1.73,481.4,2.84,Groundnut
West Bengal,Jalpaiguri,267.1,23.9,109.6,5.75,1.62,23.6,Laterite,25.7,62,78.2,1.29,604.4,2.85,Bajra
Uttar Pradesh,Banda,252.1,39.6,86.2,6.86,0.72,20.3,Red Soil,31.3,45,0.0,1.52,641.4,3.9,Soybean
Maharashtra,Amravati,186.8,22.4,234.2,6.7,0.76,23.8,Black Cotton,27.8,45,118.7,1.68,460.5,2.49,Mirchi
Uttar Pradesh,Bijnor,181.4,17.8,102.4,6.49,0.56,22.8,Silty,30.0,40,56.2,1.56,200.7,5.23,Cotton
Telangana,Medchal Malkajgiri,182.5,13.2,244.6,6.17,0.6,25.8,Sandy,29.7,57,205.0,1.57,188.6,2.36,Maize
Andhra Pradesh,Vizianagaram,132.2,27.3,185.9,6.47,0.93,26.4,Black Cotton,30.8,77,4.1,1.39,249.7,3.16,Groundnut
Andhra Pradesh,Prakasam,258.3,17.1,135.3,6.22,0.61,24.4,Black Cotton,33.1,97,218.2,0.88,498.9,0.54,Coconut
Andhra Pradesh,East Godavari,326.3,23.1,100.6,6.55,0.71,26.6,Silty,25.3,48,117.9,1.24,577.7,2.5,Bengal Gram
Tamil Nadu,Krishnagiri,199.3,34.4,189.3,6.35,0.97,21.7,Red Soil,31.7,67,90.3,1.51,261.5,1.65,Rice
Telangana,Bhadradri Kothagudem,133.7,22.3,213.0,5.76,1.43,36.9,Sandy,27.0,45,84.2,1.26,502.9,4.8,Urad
Karnataka,Bengaluru Rural,263.6,16.2,285.4,5.88,1.17,40.7,Sandy,32.1,64,69.6,2.09,355.0,3.32,Cotton
Telangana,Warangal Urban,130.8,17.5,124.0,6.64,0.66,19.0,Silty,32.7,65,49.5,1.02,647.4,2.72,Bajra
Bihar,Supaul,110.1,24.7,280.8,6.71,0.87,25.1,Loamy,20.7,84,45.0,1.55,262.4,1.58,Wheat
Rajasthan,Pratapgarh,164.4,23.9,5.0,6.26,1.25,29.4,Clayey,27.7,96,0.0,0.63,401.9,4.03,Toor
Tamil Nadu,Krishnagiri,221.1,19.8,201.7,5.57,0.91,30.5,Laterite,30.4,53,100.0,0.52,369.6,3.21,Coconut
Karnataka,Kodagu,265.8,16.4,107.5,7.77,0.79,23.4,Black Cotton,24.1,64,117.8,1.19,495.8,5.12,Groundnut
Punjab,Ludhiana,258.0,4.3,112.3,6.37,0.86,36.9,Loamy,23.9,51,53.9,0.64,408.3,3.92,Maize
Bihar,Muzaffarpur,199.3,5.8,210.6,6.06,0.94,34.2,Laterite,26.8,69,0.0,3.25,502.8,3.94,Tobacco
Rajasthan,Alwar,204.5,28.1,179.6,5.94,0.78,21.6,Silty,20.0,48,83.5,1.12,272.1,4.38,Sorghum
Andhra Pradesh,Kadapa,348.4,27.2,235.7,6.0,0.51,30.2,Laterite,21.6,55,169.4,2.19,419.5,2.22,Urad
Punjab,Rupnagar,371.8,5.3,116.3,6.22,0.8,28.5,Clayey,28.7,68,156.7,1.16,604.8,1.07,Tobacco
Andhra Pradesh,East Godavari,58.5,21.3,205.5,6.44,0.69,23.4,Sandy,25.5,36,35.7,1.56,488.6,3.2,Wheat
Tamil Nadu,Tirupattur,171.3,10.9,167.8,5.6,0.73,27.5,Black Cotton,25.9,32,243.5,1.27,621.7,2.69,Maize
Uttar Pradesh,Hathras,154.0,16.6,88.6,7.1,0.61,30.1,Sandy,31.0,44,133.9,0.57,429.2,2.45,Tomato
Tamil Nadu,Sivaganga,198.6,16.7,214.5,6.76,1.05,29.4,Silty,31.9,68,0.0,1.14,445.3,0.1,Tobacco
West Bengal,Paschim Medinipur,128.6,27.4,145.5,6.54,0.82,23.5,Silty,31.8,58,0.0,0.92,471.4,4.48,Wheat
West Bengal,Uttar Dinajpur,174.4,33.7,108.2,6.89,0.86,23.6,Red Soil,23.8,66,60.4,0.72,626.7,3.66,Sunflower
Bihar,Gaya,224.5,18.9,134.9,7.07,0.84,32.1,Laterite,31.1,67,12.7,0.25,467.9,2.79,Sorghum
Karnataka,Chamarajanagar,179.7,23.2,172.0,7.45,0.7,23.2,Clayey,28.0,77,1.8,1.27,149.1,2.67,Sunflower
West Bengal,Murshidabad,281.5,1.5,196.9,5.85,0.7,30.2,Black Cotton,35.8,62,0.0,1.87,422.2,3.08,Bengal Gram
Telangana,Nagarkurnool,223.3,7.9,275.0,6.58,0.75,45.9,Black Cotton,22.6,88,173.2,1.98,428.9,3.07,Potato
Rajasthan,Jodhpur,342.0,16.0,262.1,6.95,0.76,6.9,Red Soil,26.9,62,205.0,2.31,367.8,3.96,Sorghum
Karnataka,Bagalkot,251.8,34.0,33.9,6.95,0.75,23.2,Laterite,29.1,46,0.0,0.1,597.8,2.55,Mustard
Punjab,Amritsar,229.1,27.2,142.4,6.23,0.92,24.2,Loamy,33.7,82,186.4,1.73,295.2,3.8,Toor
West Bengal,Jhargram,182.9,9.0,122.5,6.56,0.65,19.6,Clayey,25.7,67,28.1,1.44,284.4,5.41,Tobacco
Punjab,Fazilka,129.8,25.1,243.0,7.76,1.06,28.6,Black Cotton,28.1,88,74.2,1.76,713.3,2.87,Coconut
Andhra Pradesh,Chittoor,190.7,29.3,5.0,6.41,0.71,24.9,Laterite,24.8,78,76.8,1.29,557.1,3.06,Potato
Tamil Nadu,Tenkasi,249.4,19.7,255.7,5.02,0.93,32.2,Black Cotton,31.6,59,118.7,1.89,628.9,2.64,Bajra
Tamil Nadu,Ranipet,369.3,24.3,66.6,6.83,0.56,32.9,Loamy,31.6,45,186.7,1.49,548.6,5.28,Rice
Telangana,Medchal Malkajgiri,140.5,30.4,283.0,6.7,1.08,22.5,Clayey,21.6,71,151.2,1.25,420.9,4.15,Bajra
Andhra Pradesh,Srikakulam,229.9,25.5,234.3,5.76,0.74,29.5,Silty,29.3,60,148.8,0.63,636.9,4.19,Bajra
Telangana,Nirmal,207.0,23.9,88.1,6.57,0.7,11.8,Black Cotton,28.3,55,85.9,0.35,641.0,4.05,Maize
West Bengal,Darjeeling,138.9,18.3,214.6,5.78,0.44,18.7,Sandy,30.8,60,99.3,0.99,517.5,4.72,Banana
Karnataka,Bidar,241.4,12.6,113.7,7.16,1.01,26.6,Sandy,21.9,64,195.6,0.94,612.1,4.55,Maize
West Bengal,Jhargram,429.1,30.0,97.6,7.93,0.97,17.1,Red Soil,34.7,44,44.1,1.71,447.0,3.04,Cotton
Telangana,Nagarkurnool,261.0,14.1,249.5,5.98,0.1,17.2,Red Soil,28.2,76,63.2,1.01,446.3,5.09,Potato
West Bengal,Howrah,176.0,27.7,122.9,6.48,0.81,5.8,Black Cotton,26.9,48,55.6,2.21,299.2,3.98,Wheat
Bihar,Araria,218.4,17.8,84.3,6.18,1.08,23.2,Clayey,23.1,68,169.0,1.2,301.9,0.1,Coconut
Punjab,Moga,209.7,14.1,5.0,7.3,0.98,30.3,Black Cotton,27.7,35,56.5,1.79,323.9,0.1,Maize
Punjab,Rupnagar,273.3,26.6,125.9,5.86,0.76,36.8,Sandy,21.9,79,0.0,0.4,463.1,4.14,Onion
Punjab,Muktsar,212.0,17.7,92.6,6.4,1.35,38.0,Silty,23.5,65,108.6,1.1,329.7,3.54,Soybean
Andhra Pradesh,Srikakulam,173.2,20.3,63.8,7.02,0.61,26.1,Laterite,25.7,72,153.6,1.55,309.7,2.77,Tobacco
West Bengal,Paschim Medinipur,218.8,33.6,267.2,6.38,0.48,17.6,Laterite,28.9,58,0.0,0.85,607.4,3.35,Onion
West Bengal,Darjeeling,340.9,19.5,242.3,6.67,0.39,18.7,Sandy,25.0,53,16.0,0.52,611.5,0.92,Tobacco
Tamil Nadu,Ranipet,241.6,16.2,129.3,6.12,0.55,11.1,Loamy,31.5,47,128.4,0.99,446.5,4.38,Tomato
Punjab,Moga,267.1,15.4,170.7,6.04,0.89,29.4,Black Cotton,19.2,61,137.3,1.14,493.0,1.39,Bengal Gram
Karnataka,Kolar,175.7,22.8,134.5,6.59,1.05,17.9,Red Soil,29.4,61,281.9,1.05,533.4,3.02,Urad
Bihar,Arwal,267.5,12.6,139.0,7.16,1.17,11.3,Black Cotton,32.3,82,116.1,1.14,383.9,1.5,Banana
Telangana,Jagtial,191.0,13.9,47.9,5.15,0.34,36.0,Sandy,27.0,75,47.6,1.13,643.6,4.86,Cotton
Uttar Pradesh,Pratapgarh,167.6,1.6,176.1,7.23,0.65,29.4,Black Cotton,20.7,68,64.6,0.67,358.8,2.53,Maize
West Bengal,South 24 Parganas,283.5,21.9,65.3,6.65,0.86,30.8,Sandy,26.5,46,159.1,0.28,625.1,2.72,Moong
Uttar Pradesh,Sambhal,136.2,26.2,125.6,6.56,1.07,13.0,Sandy,25.3,51,132.0,1.74,272.4,2.99,Sunflower
Rajasthan,Udaipur,201.7,17.5,209.4,6.04,0.99,8.9,Clayey,19.3,85,7.9,1.27,417.8,3.41,Coconut
Punjab,Hoshiarpur,287.1,9.5,236.6,7.28,0.57,15.9,Black Cotton,28.6,39,55.7,1.97,538.5,5.38,Bengal Gram
West Bengal,Malda,190.0,19.6,166.5,4.66,0.6,21.1,Loamy,33.0,41,114.7,2.25,292.4,3.47,Sorghum
Andhra Pradesh,Visakhapatnam,188.0,20.4,188.9,6.7,0.84,36.7,Red Soil,23.5,48,289.8,1.03,584.3,3.68,Tobacco
West Bengal,Kalimpong,240.6,17.8,150.6,6.34,0.76,27.1,Red Soil,23.0,42,0.0,0.1,303.9,3.19,Wheat
Bihar,Buxar,156.7,17.5,5.0,6.13,1.04,28.2,Sandy,28.7,27,62.7,1.12,505.7,4.33,Onion
Tamil Nadu,Tirupattur,147.9,29.5,217.4,6.1,0.74,32.0,Clayey,26.4,77,91.2,1.54,411.3,2.06,Coconut
Maharashtra,Beed,119.3,23.6,99.1,5.89,0.69,35.7,Loamy,25.5,88,149.4,0.92,589.2,3.53,Toor
Rajasthan,Baran,275.1,13.8,130.8,6.49,0.84,26.0,Black Cotton,28.7,75,135.3,1.52,260.1,3.06,Maize
Maharashtra,Parbhani,191.6,18.1,147.0,5.93,1.06,31.4,Loamy,30.7,38,202.2,1.91,422.1,4.07,Mirchi
Rajasthan,Baran,264.7,20.7,187.7,6.04,0.84,10.9,Laterite,26.6,44,33.8,2.07,581.0,3.73,Rice
Andhra Pradesh,Chittoor,252.8,17.8,197.1,7.45,0.77,15.3,Loamy,31.4,58,0.0,1.79,385.8,2.89,Rice
Uttar Pradesh,Maharajganj,279.8,28.2,122.7,7.25,0.97,26.3,Red Soil,31.4,100,0.0,0.64,772.2,3.51,Groundnut
Tamil Nadu,Vellore,143.0,17.8,48.2,7.14,0.36,7.3,Black Cotton,28.7,38,54.9,1.24,531.0,2.73,Cotton
Maharashtra,Yavatmal,292.7,22.4,52.6,6.47,0.72,33.3,Loamy,23.4,81,187.1,0.24,423.6,2.94,Banana
Karnataka,Chamarajanagar,59.0,36.9,198.5,6.55,0.58,20.6,Laterite,29.4,71,160.2,0.69,338.4,3.23,Sunflower
Maharashtra,Thane,262.7,8.5,8.1,7.09,0.77,29.2,Black Cotton,23.5,83,131.5,1.07,484.3,0.91,Tomato
Uttar Pradesh,Shahjahanpur,365.8,23.9,187.1,5.96,0.7,17.7,Sandy,22.7,72,177.8,1.48,350.6,3.4,Groundnut
Tamil Nadu,Erode,154.3,17.3,198.0,5.94,0.93,19.1,Red Soil,25.6,64,251.3,0.7,440.4,1.71,Mustard
Punjab,Barnala,273.9,19.9,261.2,5.87,0.66,24.1,Red Soil,24.0,60,128.8,1.54,630.7,1.44,Bengal Gram
Rajasthan,Pali,335.3,22.6,81.6,6.56,0.95,32.0,Black Cotton,25.1,69,16.0,0.47,316.1,3.03,Urad
Andhra Pradesh,Srikakulam,340.8,36.3,108.6,7.03,0.89,10.9,Laterite,23.3,88,0.0,2.8,381.4,4.9,Sunflower
Maharashtra,Latur,239.4,2.8,29.3,6.22,0.55,28.1,Sandy,23.4,35,231.9,1.04,458.1,1.29,Rice
Maharashtra,Nandurbar,229.3,28.2,35.7,7.03,1.23,37.8,Loamy,28.8,88,132.2,0.28,387.4,2.69,Banana
Tamil Nadu,Tenkasi,197.9,14.8,292.2,6.31,0.69,16.8,Silty,19.4,72,76.0,0.93,471.9,1.11,Tobacco
Uttar Pradesh,Shravasti,151.8,8.6,152.3,5.79,0.82,37.2,Black Cotton,25.6,50,279.8,2.26,358.2,3.17,Bengal Gram
Punjab,Patiala,241.0,28.3,76.7,6.86,0.85,31.8,Red Soil,26.0,73,37.4,0.1,275.5,2.4,Tomato
Uttar Pradesh,Azamgarh,250.4,26.3,147.1,6.33,1.11,25.4,Red Soil,26.6,74,7.3,0.32,255.0,3.68,Onion
Telangana,Rangareddy,307.2,18.6,264.5,5.94,1.4,16.2,Sandy,26.8,50,66.1,3.25,394.5,4.02,Mustard
Uttar Pradesh,Sultanpur,234.0,11.5,82.9,7.12,0.88,36.2,Red Soil,20.5,42,126.8,0.62,279.1,1.71,Coconut
Rajasthan,Rajsamand,339.6,7.8,108.8,6.95,0.96,13.9,Silty,29.7,65,310.0,1.48,433.1,1.97,Ragi
Rajasthan,Ganganagar,313.1,20.3,124.1,5.82,0.63,37.1,Loamy,27.8,58,216.6,1.96,361.7,4.44,Sugarcane
Uttar Pradesh,Mathura,103.2,30.7,197.3,5.64,1.48,24.4,Clayey,23.5,35,80.2,1.11,462.3,2.64,Maize
Maharashtra,Jalna,7.3,22.7,215.4,6.61,0.98,28.6,Red Soil,22.1,44,71.1,1.95,358.1,3.55,Urad
Andhra Pradesh,Kakinada,249.0,22.1,265.4,6.5,0.95,28.2,Laterite,26.3,57,219.0,1.14,407.7,2.12,Onion
Uttar Pradesh,Bijnor,141.8,15.0,308.2,6.93,0.95,38.0,Silty,29.0,35,0.0,0.7,474.2,1.73,Tobacco
Maharashtra,Sindhudurg,200.4,10.1,160.1,6.29,0.95,24.8,Laterite,19.4,43,100.5,1.26,281.3,1.16,Moong
Tamil Nadu,Virudhunagar,263.2,20.4,137.6,5.32,0.95,23.8,Sandy,23.7,61,73.6,0.1,460.6,3.7,Mirchi
Tamil Nadu,Nilgiris,9.1,20.0,172.9,6.96,0.55,25.9,Red Soil,23.3,65,19.4,0.91,330.5,3.78,Wheat
Maharashtra,Solapur,331.3,18.1,152.3,6.51,0.57,25.8,Black Cotton,32.6,68,102.8,1.09,489.7,3.9,Sorghum
Maharashtra,Nagpur,15.7,24.9,222.3,6.16,1.06,23.2,Black Cotton,26.7,55,242.3,0.88,380.8,1.97,Onion
Bihar,Jamui,208.9,37.8,234.5,6.52,0.85,40.4,Clayey,24.0,23,12.9,0.91,613.3,4.24,Coconut
Tamil Nadu,Tiruppur,374.9,6.1,245.9,5.65,0.47,8.2,Red Soil,28.0,39,0.0,1.34,504.2,3.05,Groundnut
Karnataka,Davanagere,310.7,42.7,98.7,6.74,0.7,15.7,Sandy,23.2,89,0.0,1.56,351.0,5.13,Banana
Tamil Nadu,Vellore,215.2,24.3,124.8,7.35,0.95,17.9,Silty,31.0,39,23.1,0.64,609.4,2.79,Coconut
Telangana,Jangaon,158.5,17.4,209.4,6.83,0.66,21.0,Laterite,21.2,62,215.4,0.79,526.3,2.3,Mirchi
Andhra Pradesh,Srikakulam,180.4,8.4,263.9,7.05,0.85,25.3,Black Cotton,28.8,64,28.7,0.91,685.3,6.21,Moong
Maharashtra,Pune,249.8,16.2,150.7,5.18,0.52,42.7,Loamy,29.1,25,25.5,0.15,356.3,2.8,Coconut
Karnataka,Kalaburagi,316.4,3.5,111.9,5.89,0.72,28.9,Loamy,24.3,45,165.6,3.04,514.9,1.9,Coconut
Telangana,Medak,174.2,22.5,118.2,7.68,1.03,25.2,Clayey,28.5,18,210.9,1.56,441.2,3.68,Sugarcane
Bihar,Bhojpur,270.1,26.6,136.4,6.26,1.0,36.0,Clayey,29.8,43,180.9,0.95,377.8,2.23,Tobacco
Karnataka,Gadag,287.7,15.4,107.2,6.09,1.04,12.9,Sandy,29.7,41,174.1,1.21,610.0,4.37,Toor
Telangana,Jagtial,289.4,19.7,110.9,7.11,0.85,19.2,Clayey,28.9,77,9.3,1.06,420.4,3.54,Groundnut
West Bengal,South 24 Parganas,313.6,21.2,155.6,6.78,0.58,25.3,Black Cotton,18.4,76,0.0,2.25,410.4,2.75,Wheat
Maharashtra,Pune,169.0,30.7,249.4,6.21,0.59,29.7,Laterite,24.8,71,118.3,0.14,635.7,5.16,Rice
Bihar,Gaya,288.0,16.2,141.3,5.86,0.94,22.3,Sandy,33.3,73,107.6,2.06,498.6,4.21,Mirchi
Punjab,Pathankot,112.7,33.8,233.8,6.72,0.79,20.6,Black Cotton,28.1,88,121.5,2.72,342.2,2.98,Ragi
Karnataka,Gadag,347.4,20.2,66.8,6.48,0.54,29.7,Red Soil,28.2,77,28.8,1.22,286.2,3.84,Wheat
Rajasthan,Dholpur,281.5,15.3,149.6,6.7,1.0,7.2,Clayey,29.9,56,163.7,1.74,642.9,4.62,Maize
Uttar Pradesh,Gautam Buddh Nagar,299.1,20.6,58.4,6.58,0.86,32.1,Red Soil,32.4,58,289.1,0.1,500.3,2.04,Toor
Rajasthan,Bhilwara,370.3,27.4,197.9,5.66,0.79,18.5,Red Soil,21.0,37,160.1,0.81,273.0,2.24,Tobacco
Andhra Pradesh,Anantapur,248.7,12.0,103.0,6.79,0.17,23.7,Sandy,24.4,46,58.9,0.16,576.3,0.45,Tomato
Telangana,Hyderabad,29.2,34.5,179.1,6.54,0.69,29.1,Red Soil,28.8,67,196.1,2.11,690.7,2.0,Soybean
Maharashtra,Hingoli,260.1,13.5,46.0,6.96,1.26,18.3,Sandy,30.3,100,82.9,1.08,517.2,2.66,Tomato
West Bengal,Nadia,168.7,12.2,77.8,6.65,0.14,38.2,Clayey,25.0,75,0.0,1.98,615.9,3.12,Tobacco
Uttar Pradesh,Bijnor,89.9,1.0,219.3,5.69,0.57,29.8,Loamy,21.8,100,121.4,2.23,575.1,0.1,Tobacco
Rajasthan,Sirohi,179.8,45.0,92.5,7.14,0.74,25.6,Loamy,26.5,68,0.0,1.33,401.6,0.76,Mirchi
Uttar Pradesh,Mirzapur,291.0,45.6,241.5,5.85,0.8,30.9,Laterite,24.2,74,163.3,2.07,546.3,3.34,Sugarcane
Bihar,Siwan,169.3,15.3,119.5,6.4,0.33,23.2,Clayey,34.1,44,47.5,0.37,523.5,4.44,Urad
Rajasthan,Rajsamand,202.8,27.6,194.3,7.0,1.08,22.8,Loamy,34.8,58,55.5,1.43,508.0,2.11,Potato
Rajasthan,Barmer,268.8,17.0,277.3,6.6,0.72,19.6,Silty,23.3,49,68.4,0.86,371.0,5.52,Toor
Uttar Pradesh,Baghpat,420.5,8.3,45.8,6.85,0.72,15.1,Laterite,25.9,49,255.2,2.78,253.7,1.23,Banana
Tamil Nadu,Dindigul,202.2,32.8,133.3,7.13,0.66,20.1,Sandy,28.9,88,80.9,0.59,262.3,3.36,Sunflower
Rajasthan,Bharatpur,230.8,19.9,97.9,5.73,0.99,28.5,Sandy,28.5,49,86.9,1.75,567.9,1.59,Mustard
Bihar,Begusarai,120.8,25.5,227.1,6.86,1.38,19.7,Sandy,30.8,58,211.0,1.19,403.5,4.57,Maize
Bihar,Munger,314.4,30.3,52.8,6.88,0.79,19.5,Red Soil,27.7,77,145.1,0.59,539.1,2.23,Wheat
Telangana,Vikarabad,133.2,27.0,185.9,6.89,0.66,44.9,Loamy,27.5,38,77.2,0.36,640.9,2.21,Moong
Punjab,Fazilka,257.9,20.3,165.8,6.08,1.01,1.0,Loamy,26.0,58,0.0,1.47,429.2,3.67,Mirchi
Telangana,Komaram Bheem,164.2,19.9,134.2,6.3,0.48,8.8,Clayey,25.8,53,82.3,1.12,387.3,2.75,Bengal Gram
Rajasthan,Bhilwara,222.6,31.5,268.7,6.63,0.48,21.9,Loamy,19.7,55,186.8,0.25,425.2,2.02,Coconut
Uttar Pradesh,Muzaffarnagar,219.3,22.8,276.9,6.33,0.87,19.9,Clayey,23.6,49,56.9,1.45,731.9,2.14,Wheat
Telangana,Komaram Bheem,332.1,26.1,237.3,7.22,0.21,28.4,Sandy,24.7,80,33.3,0.46,277.9,2.64,Soybean
Karnataka,Dakshina Kannada,267.7,4.2,59.1,7.41,0.49,5.4,Loamy,22.1,91,0.0,0.53,275.0,2.67,Sunflower
Uttar Pradesh,Lalitpur,301.2,9.7,180.1,6.8,1.23,21.6,Silty,27.8,50,87.3,2.33,446.5,2.15,Tobacco
Karnataka,Bidar,194.7,5.1,208.8,6.36,1.04,27.8,Laterite,23.5,61,217.8,1.1,325.8,1.09,Urad
Maharashtra,Mumbai Suburban,320.2,18.9,124.3,6.33,1.01,28.7,Silty,28.2,74,0.0,1.42,476.2,5.0,Ragi
Punjab,Sangrur,247.4,31.2,95.4,6.17,0.72,4.0,Sandy,27.6,26,104.8,1.81,392.8,5.01,Maize
Maharashtra,Kolhapur,286.3,14.3,170.4,6.32,0.75,1.0,Red Soil,26.1,77,43.2,1.24,359.3,3.43,Maize
Bihar,Sitamarhi,254.9,23.9,128.8,7.48,1.12,21.0,Clayey,25.5,34,210.2,1.37,548.8,0.44,Banana
Andhra Pradesh,Chittoor,173.8,28.7,122.5,6.79,1.24,31.6,Loamy,32.7,53,108.7,0.95,250.8,4.28,Tobacco
Bihar,Supaul,188.2,18.0,151.8,6.26,0.86,24.1,Red Soil,28.9,50,4.2,0.7,623.1,4.15,Soybean
Rajasthan,Banswara,213.8,15.3,258.0,5.88,0.8,30.3,Black Cotton,20.6,43,86.7,0.58,352.1,2.58,Ragi
Punjab,Ferozepur,237.1,22.0,124.4,6.43,0.1,37.1,Silty,30.6,36,39.2,2.21,311.4,3.57,Sugarcane
Telangana,Medchal Malkajgiri,335.8,20.2,146.7,7.05,0.61,42.1,Sandy,30.2,55,125.4,1.64,398.7,4.24,Coconut
Bihar,Munger,201.7,27.9,233.9,6.27,0.79,22.6,Sandy,30.0,68,91.9,1.91,512.2,2.07,Banana
Telangana,Bhadradri Kothagudem,148.7,25.9,245.1,7.03,0.95,10.2,Sandy,25.6,95,201.0,0.12,443.3,3.44,Toor
Bihar,Nalanda,107.0,13.7,313.5,6.68,1.05,22.9,Black Cotton,24.8,60,76.1,0.15,329.6,3.85,Bengal Gram
Karnataka,Chamarajanagar,185.4,23.5,85.2,5.9,1.11,32.3,Black Cotton,27.3,90,75.9,2.13,471.1,1.77,Sorghum
Punjab,Mansa,367.8,28.9,141.5,6.86,0.7,33.3,Black Cotton,17.4,42,188.1,1.03,474.9,1.38,Sorghum
Telangana,Rajanna Sircilla,265.1,30.5,114.5,8.11,1.15,27.7,Red Soil,26.3,50,249.5,1.35,277.3,0.95,Onion
Uttar Pradesh,Shamli,117.5,19.4,110.3,6.62,0.51,26.8,Clayey,25.2,38,0.0,0.38,425.2,3.15,Bengal Gram
